200 19900
12 22 22
12 23 43
12 24 244
12 25 376
12 26 378
12 27 111
12 28 263
12 29 387
12 30 71
12 31 98
12 32 94
12 33 18
12 34 62
12 35 129
12 36 25
12 37 318
12 38 367
12 39 259
12 40 160
12 41 67
12 42 294
12 43 260
12 44 187
12 45 310
12 46 58
12 47 136
12 48 247
12 49 31
12 50 96
12 51 103
12 52 18
12 53 117
12 54 97
12 55 214
12 56 93
12 57 75
12 58 324
12 59 307
12 60 61
12 61 395
12 62 4
12 63 107
12 64 364
12 65 18
12 66 235
12 67 340
12 68 335
12 69 153
12 70 150
12 71 94
12 72 219
12 73 43
12 74 305
12 75 6
12 76 305
12 77 314
12 78 93
12 79 103
12 80 345
12 81 188
12 82 205
12 83 362
12 84 257
12 85 302
12 86 127
12 87 349
12 88 328
12 89 51
12 90 255
12 91 340
12 92 397
12 93 210
12 94 46
12 95 312
12 96 227
12 97 281
12 98 203
12 99 113
12 100 33
12 101 353
12 102 158
12 103 204
12 104 347
12 105 62
12 106 161
12 107 251
12 108 328
12 109 253
12 110 354
12 111 272
12 112 41
12 113 158
12 114 185
12 115 249
12 116 11
12 117 312
12 118 149
12 119 338
12 120 314
12 121 355
12 122 278
12 123 262
12 124 164
12 125 275
12 126 125
12 127 343
12 128 155
12 129 327
12 130 55
12 131 140
12 132 279
12 133 165
12 134 343
12 135 226
12 136 178
12 137 103
12 138 28
12 139 105
12 140 355
12 141 381
12 142 376
12 143 347
12 144 91
12 145 161
12 146 195
12 147 101
12 148 24
12 149 343
12 150 391
12 151 289
12 152 297
12 153 220
12 154 150
12 155 13
12 156 94
12 157 226
12 158 355
12 159 249
12 160 152
12 161 361
12 162 388
12 163 383
12 164 125
12 165 330
12 166 160
12 167 303
12 168 384
12 169 187
12 170 7
12 171 338
12 172 168
12 173 335
12 174 237
12 175 210
12 176 47
12 177 31
12 178 310
12 179 70
12 180 326
12 181 252
12 182 358
12 183 174
12 184 71
12 185 59
12 186 186
12 187 165
12 188 284
12 189 140
12 190 365
12 191 387
12 192 53
12 193 304
12 194 369
12 195 177
12 196 233
12 197 128
12 198 31
12 199 168
13 14 267
13 15 38
13 16 105
13 17 34
13 18 372
13 19 293
13 20 195
13 21 18
13 22 276
13 23 56
13 24 39
13 25 201
13 26 308
13 27 348
13 28 374
13 29 378
13 30 358
13 31 160
13 32 94
13 33 193
13 34 251
13 35 58
13 36 179
13 37 303
13 38 361
13 39 148
13 40 32
13 41 145
13 42 227
13 43 62
13 44 312
13 45 93
13 46 99
13 47 369
13 48 78
13 49 22
13 50 261
13 51 272
13 52 391
13 53 88
13 54 280
13 55 381
13 56 288
13 57 187
13 58 280
13 59 214
13 60 164
13 61 237
13 62 325
13 63 210
13 64 29
13 65 175
13 66 267
13 67 160
13 68 30
13 69 228
13 70 259
13 71 61
13 72 372
13 73 85
13 74 74
13 75 236
13 76 130
13 77 125
13 78 204
13 79 159
13 80 146
13 81 16
13 82 383
13 83 89
13 84 104
13 85 262
13 86 69
13 87 343
13 88 48
13 89 301
13 90 156
13 91 163
13 92 137
13 93 32
13 94 372
13 95 118
13 96 159
13 97 239
13 98 277
13 99 188
13 100 18
13 101 135
13 102 200
13 103 341
13 104 171
13 105 273
13 106 128
13 107 252
13 108 397
13 109 283
13 110 11
13 111 95
13 112 299
13 113 393
13 114 183
13 115 354
13 116 254
13 117 203
13 118 248
13 119 253
13 120 55
13 121 356
13 122 15
13 123 192
13 124 387
13 125 339
13 126 261
13 127 145
13 128 129
13 129 89
13 130 284
13 131 146
13 132 223
13 133 35
13 134 38
13 135 345
13 136 308
13 137 166
13 138 197
13 139 256
13 140 48
13 141 207
13 142 350
13 143 298
13 144 151
13 145 84
13 146 203
13 147 4
13 148 239
13 149 51
13 150 256
13 151 293
13 152 6
13 153 222
13 154 36
13 155 392
13 156 112
13 157 296
13 158 89
13 159 240
13 160 384
13 161 324
13 162 337
13 163 158
13 164 359
13 165 327
13 166 103
13 167 266
13 168 92
13 169 251
13 170 121
13 171 91
13 172 9
13 173 23
13 174 389
13 175 159
13 176 58
13 177 191
13 178 162
13 179 296
13 180 241
13 181 369
13 182 141
13 183 198
13 184 142
13 185 176
13 186 142
13 187 254
13 188 24
13 189 230
13 190 45
13 191 359
13 192 153
13 193 334
13 194 117
13 195 111
13 196 260
13 197 171
13 198 328
13 199 351
14 15 373
14 16 1
14 17 41
14 18 381
14 19 375
14 20 381
14 21 139
14 22 32
14 23 172
14 24 300
14 25 280
14 26 364
14 27 220
14 28 20
14 29 162
14 30 313
14 31 147
14 32 255
14 33 118
14 34 170
14 35 84
14 36 163
14 37 129
14 38 188
14 39 96
14 40 197
14 41 251
14 42 355
14 43 367
14 44 130
14 45 257
14 46 339
14 47 130
14 48 297
14 49 319
14 50 56
14 51 230
14 52 9
14 53 88
14 54 1
14 55 308
14 56 319
14 57 316
14 58 79
14 59 338
14 60 29
14 61 391
14 62 36
14 63 283
14 64 109
14 65 206
14 66 318
14 67 223
14 68 286
14 69 58
14 70 270
14 71 82
14 72 308
14 73 224
14 74 400
14 75 37
14 76 80
14 77 290
14 78 119
14 79 328
14 80 208
14 81 174
14 82 157
14 83 216
14 84 213
14 85 109
14 86 75
14 87 131
14 88 377
14 89 105
14 90 20
14 91 357
14 92 47
14 93 56
14 94 240
14 95 107
14 96 213
14 97 109
14 98 329
14 99 98
14 100 166
14 101 198
14 102 131
14 103 73
14 104 373
14 105 130
14 106 62
14 107 4
14 108 19
14 109 132
14 110 284
14 111 178
14 112 257
14 113 392
14 114 345
14 115 70
14 116 53
14 117 371
14 118 152
14 119 29
14 120 27
14 121 124
14 122 385
14 123 73
14 124 131
14 125 176
14 126 180
14 127 295
14 128 285
14 129 60
14 130 392
14 131 50
14 132 210
14 133 74
14 134 75
14 135 182
14 136 203
14 137 136
14 138 138
14 139 173
14 140 267
14 141 21
14 142 302
14 143 75
14 144 12
14 145 246
14 146 144
14 147 16
14 148 168
14 149 248
14 150 44
14 151 194
14 152 323
14 153 381
14 154 218
14 155 5
14 156 108
14 157 397
14 158 299
14 159 392
14 160 9
14 161 290
14 162 394
14 163 218
14 164 363
14 165 68
14 166 351
14 167 117
14 168 155
14 169 88
14 170 241
14 171 373
14 172 60
14 173 142
14 174 47
14 175 24
14 176 339
14 177 143
14 178 39
14 179 106
14 180 390
14 181 83
14 182 251
14 183 264
14 184 15
14 185 68
14 186 268
14 187 122
14 188 17
14 189 166
14 190 66
14 191 25
14 192 7
14 193 59
14 194 242
14 195 321
14 196 126
14 197 192
14 198 389
14 199 280
15 16 232
15 17 229
15 18 252
15 19 291
15 20 370
15 21 298
15 22 314
15 23 260
15 24 392
15 25 353
15 26 317
15 27 333
15 28 387
15 29 167
15 30 196
15 31 1
15 32 186
15 33 15
15 34 74
15 35 202
15 36 180
15 37 139
15 38 178
15 39 138
15 40 197
15 41 19
15 42 58
15 43 274
15 44 163
15 45 46
15 46 105
15 47 394
15 48 226
15 49 308
15 50 236
15 51 147
15 52 206
15 53 150
15 54 6
15 55 149
15 56 54
15 57 274
15 58 82
15 59 40
15 60 40
15 61 277
15 62 392
15 63 178
15 64 292
15 65 65
15 66 331
15 67 23
15 68 156
15 69 109
15 70 161
15 71 352
15 72 127
15 73 170
15 74 178
15 75 241
15 76 216
15 77 282
15 78 234
15 79 393
15 80 190
15 81 70
15 82 140
15 83 347
15 84 171
15 85 97
15 86 95
15 87 224
15 88 371
15 89 176
15 90 215
15 91 362
15 92 5
15 93 206
15 94 139
15 95 296
15 96 222
15 97 70
15 98 270
15 99 377
15 100 178
15 101 30
15 102 281
15 103 256
15 104 200
15 105 58
15 106 97
15 107 367
15 108 339
15 109 282
15 110 359
15 111 80
15 112 303
15 113 50
15 114 26
15 115 25
15 116 147
15 117 73
15 118 248
15 119 117
15 120 248
15 121 62
15 122 78
15 123 252
15 124 219
15 125 217
15 126 99
15 127 41
15 128 238
15 129 369
15 130 17
15 131 367
15 132 350
15 133 297
15 134 222
15 135 149
15 136 306
15 137 270
15 138 67
15 139 197
15 140 152
15 141 378
15 142 276
15 143 6
15 144 27
15 145 254
15 146 31
15 147 173
15 148 326
15 149 230
15 150 289
15 151 173
15 152 244
15 153 319
15 154 377
15 155 62
15 156 87
15 157 27
15 158 102
15 159 324
15 160 395
15 161 71
15 162 290
15 163 297
15 164 319
15 165 63
15 166 397
15 167 225
15 168 333
15 169 64
15 170 21
15 171 36
15 172 41
15 173 248
15 174 393
15 175 19
15 176 101
15 177 23
15 178 144
15 179 26
15 180 205
15 181 384
15 182 151
15 183 48
15 184 302
15 185 79
15 186 109
15 187 388
15 188 105
15 189 163
15 190 263
15 191 52
15 192 233
15 193 152
15 194 348
15 195 103
15 196 167
15 197 344
15 198 327
15 199 51
16 17 359
16 18 299
16 19 38
16 20 351
16 21 99
16 22 30
16 23 370
16 24 199
16 25 5
16 26 113
16 27 177
16 28 209
16 29 48
16 30 279
16 31 256
16 32 350
16 33 309
16 34 364
16 35 337
16 36 365
16 37 78
16 38 152
16 39 16
16 40 310
16 41 255
16 42 315
16 43 13
16 44 21
16 45 211
16 46 291
16 47 71
16 48 169
16 49 142
16 50 108
16 51 72
16 52 240
16 53 90
16 54 41
16 55 390
16 56 94
16 57 105
16 58 118
16 59 254
16 60 152
16 61 348
16 62 109
16 63 53
16 64 256
16 65 24
16 66 342
16 67 173
16 68 102
16 69 93
16 70 140
16 71 363
16 72 347
16 73 55
16 74 327
16 75 320
16 76 217
16 77 170
16 78 390
16 79 385
16 80 311
16 81 50
16 82 56
16 83 102
16 84 91
16 85 48
16 86 43
16 87 184
16 88 104
16 89 113
16 90 389
16 91 208
16 92 12
16 93 97
16 94 212
16 95 220
16 96 72
16 97 153
16 98 392
16 99 125
16 100 197
16 101 131
16 102 88
16 103 144
16 104 137
16 105 366
16 106 63
16 107 353
16 108 135
16 109 4
16 110 290
16 111 397
16 112 5
16 113 297
16 114 98
16 115 95
16 116 297
16 117 93
16 118 230
16 119 400
16 120 157
16 121 218
16 122 159
16 123 168
16 124 266
16 125 323
16 126 387
16 127 338
16 128 75
16 129 378
16 130 62
16 131 272
16 132 109
16 133 101
16 134 367
16 135 197
16 136 67
16 137 381
16 138 150
16 139 201
16 140 336
16 141 39
16 142 198
16 143 341
16 144 335
16 145 247
16 146 387
16 147 231
16 148 291
16 149 217
16 150 183
16 151 47
16 152 386
16 153 293
16 154 215
16 155 252
16 156 215
16 157 153
16 158 141
16 159 242
16 160 131
16 161 154
16 162 65
16 163 191
16 164 255
16 165 31
16 166 387
16 167 273
16 168 363
16 169 88
16 170 73
16 171 298
16 172 126
16 173 222
16 174 190
16 175 61
16 176 21
16 177 177
16 178 243
16 179 311
16 180 393
16 181 25
16 182 310
16 183 330
16 184 270
16 185 76
16 186 181
16 187 84
16 188 228
16 189 321
16 190 325
16 191 310
16 192 75
16 193 389
16 194 100
16 195 281
16 196 371
16 197 39
16 198 153
16 199 333
17 18 126
17 19 177
17 20 183
17 21 252
17 22 399
17 23 372
17 24 264
17 25 371
17 26 148
17 27 58
17 28 233
17 29 92
17 30 35
17 31 142
17 32 22
17 33 304
17 34 217
17 35 154
17 36 339
17 37 397
17 38 27
17 39 264
17 40 306
17 41 53
17 42 204
17 43 358
17 44 333
17 45 127
17 46 396
17 47 37
17 48 59
17 49 121
17 50 213
17 51 193
17 52 324
17 53 163
17 54 165
17 55 139
17 56 133
17 57 264
17 58 149
17 59 366
17 60 308
17 61 183
17 62 59
17 63 329
17 64 38
17 65 228
17 66 34
17 67 376
17 68 224
17 69 60
17 70 191
17 71 129
17 72 112
17 73 347
17 74 86
17 75 396
17 76 73
17 77 33
17 78 32
17 79 83
17 80 106
17 81 197
17 82 276
17 83 29
17 84 359
17 85 40
17 86 120
17 87 44
17 88 255
17 89 268
17 90 361
17 91 162
17 92 2
17 93 371
17 94 42
17 95 39
17 96 198
17 97 76
17 98 14
17 99 21
17 100 87
17 101 157
17 102 102
17 103 199
17 104 103
17 105 139
17 106 146
17 107 175
17 108 124
17 109 130
17 110 257
17 111 229
17 112 326
17 113 132
17 114 209
17 115 236
17 116 123
17 117 280
17 118 231
17 119 378
17 120 147
17 121 191
17 122 91
17 123 148
17 124 114
17 125 133
17 126 138
17 127 311
17 128 208
17 129 152
17 130 284
17 131 294
17 132 308
17 133 337
17 134 44
17 135 10
17 136 27
17 137 190
17 138 136
17 139 150
17 140 319
17 141 392
17 142 378
17 143 196
17 144 124
17 145 139
17 146 31
17 147 198
17 148 18
17 149 214
17 150 175
17 151 117
17 152 356
17 153 266
17 154 216
17 155 69
17 156 350
17 157 354
17 158 380
17 159 157
17 160 57
17 161 215
17 162 2
17 163 316
17 164 151
17 165 398
17 166 277
17 167 177
17 168 139
17 169 12
17 170 327
17 171 9
17 172 3
17 173 256
17 174 204
17 175 78
17 176 394
17 177 186
17 178 276
17 179 12
17 180 399
17 181 2
17 182 128
17 183 307
17 184 219
17 185 343
17 186 375
17 187 168
17 188 248
17 189 354
17 190 324
17 191 304
17 192 168
17 193 278
17 194 219
17 195 270
17 196 227
17 197 95
17 198 47
17 199 365
18 19 106
18 20 325
18 21 373
18 22 61
18 23 180
18 24 128
18 25 138
18 26 126
18 27 265
18 28 365
18 29 137
18 30 216
18 31 367
18 32 216
18 33 122
18 34 185
18 35 110
18 36 96
18 37 353
18 38 358
18 39 2
18 40 228
18 41 261
18 42 121
18 43 57
18 44 32
18 45 391
18 46 283
18 47 126
18 48 389
18 49 247
18 50 184
18 51 313
18 52 171
18 53 244
18 54 92
18 55 250
18 56 333
18 57 217
18 58 67
18 59 298
18 60 305
18 61 282
18 62 264
18 63 72
18 64 355
18 65 400
18 66 182
18 67 2
18 68 352
18 69 91
18 70 3
18 71 132
18 72 303
18 73 76
18 74 188
18 75 334
18 76 66
18 77 71
18 78 12
18 79 6
18 80 269
18 81 147
18 82 318
18 83 392
18 84 390
18 85 361
18 86 193
18 87 274
18 88 130
18 89 259
18 90 171
18 91 34
18 92 92
18 93 386
18 94 58
18 95 398
18 96 338
18 97 191
18 98 400
18 99 289
18 100 281
18 101 354
18 102 372
18 103 135
18 104 29
18 105 160
18 106 21
18 107 46
18 108 182
18 109 384
18 110 51
18 111 2
18 112 130
18 113 320
18 114 393
18 115 71
18 116 281
18 117 138
18 118 344
18 119 10
18 120 348
18 121 67
18 122 395
18 123 40
18 124 4
18 125 4
18 126 389
18 127 341
18 128 194
18 129 388
18 130 182
18 131 26
18 132 342
18 133 153
18 134 113
18 135 322
18 136 264
18 137 133
18 138 368
18 139 45
18 140 116
18 141 370
18 142 47
18 143 245
18 144 290
18 145 391
18 146 315
18 147 122
18 148 128
18 149 210
18 150 131
18 151 76
18 152 276
18 153 77
18 154 67
18 155 232
18 156 81
18 157 55
18 158 172
18 159 226
18 160 43
18 161 305
18 162 204
18 163 336
18 164 58
18 165 316
18 166 257
18 167 273
18 168 48
18 169 176
18 170 318
18 171 115
18 172 146
18 173 364
18 174 359
18 175 387
18 176 354
18 177 225
18 178 108
18 179 82
18 180 34
18 181 190
18 182 109
18 183 262
18 184 218
18 185 175
18 186 93
18 187 250
18 188 229
18 189 216
18 190 76
18 191 223
18 192 73
18 193 231
18 194 158
18 195 82
18 196 146
18 197 367
18 198 354
18 199 193
19 20 142
19 21 271
19 22 259
19 23 239
19 24 186
19 25 217
19 26 225
19 27 140
19 28 393
19 29 284
19 30 173
19 31 378
19 32 73
19 33 233
19 34 239
19 35 243
19 36 7
19 37 283
19 38 92
19 39 187
19 40 51
19 41 119
19 42 10
19 43 123
19 44 349
19 45 119
19 46 156
19 47 46
19 48 85
19 49 109
19 50 190
19 51 179
19 52 380
19 53 48
19 54 17
19 55 165
19 56 216
19 57 194
19 58 256
19 59 208
19 60 77
19 61 380
19 62 186
19 63 102
19 64 212
19 65 376
19 66 296
19 67 170
19 68 211
19 69 387
19 70 357
19 71 213
19 72 58
19 73 318
19 74 287
19 75 358
19 76 36
19 77 42
19 78 4
19 79 73
19 80 150
19 81 193
19 82 251
19 83 81
19 84 241
19 85 219
19 86 198
19 87 56
19 88 12
19 89 5
19 90 216
19 91 41
19 92 385
19 93 1
19 94 94
19 95 148
19 96 328
19 97 389
19 98 318
19 99 138
19 100 375
19 101 274
19 102 302
19 103 384
19 104 191
19 105 188
19 106 342
19 107 178
19 108 229
19 109 297
19 110 202
19 111 331
19 112 89
19 113 4
19 114 11
19 115 281
19 116 223
19 117 160
19 118 337
19 119 186
19 120 165
19 121 104
19 122 178
19 123 101
19 124 56
19 125 271
19 126 248
19 127 383
19 128 259
19 129 165
19 130 73
19 131 186
19 132 38
19 133 374
19 134 169
19 135 180
19 136 162
19 137 62
19 138 310
19 139 390
19 140 358
19 141 111
19 142 320
19 143 47
19 144 67
19 145 283
19 146 279
19 147 289
19 148 42
19 149 167
19 150 26
19 151 158
19 152 270
19 153 204
19 154 258
19 155 325
19 156 26
19 157 106
19 158 308
19 159 285
19 160 270
19 161 332
19 162 70
19 163 260
19 164 305
19 165 190
19 166 391
19 167 66
19 168 252
19 169 252
19 170 8
19 171 209
19 172 363
19 173 279
19 174 207
19 175 29
19 176 161
19 177 86
19 178 269
19 179 155
19 180 252
19 181 246
19 182 312
19 183 122
19 184 1
19 185 170
19 186 46
19 187 27
19 188 227
19 189 305
19 190 263
19 191 96
19 192 236
19 193 332
19 194 307
19 195 141
19 196 121
19 197 250
19 198 158
19 199 324
20 21 101
20 22 117
20 23 133
20 24 15
20 25 396
20 26 291
20 27 43
20 28 108
20 29 376
20 30 263
20 31 214
20 32 180
20 33 61
20 34 78
20 35 301
20 36 61
20 37 247
20 38 298
20 39 39
20 40 25
20 41 155
20 42 301
20 43 72
20 44 390
20 45 232
20 46 379
20 47 82
20 48 305
20 49 180
20 50 192
20 51 228
20 52 280
20 53 308
20 54 312
20 55 295
20 56 255
20 57 203
20 58 289
20 59 315
20 60 130
20 61 104
20 62 80
20 63 309
20 64 164
20 65 157
20 66 161
20 67 176
20 68 355
20 69 11
20 70 215
20 71 379
20 72 165
20 73 115
20 74 51
20 75 154
20 76 299
20 77 381
20 78 188
20 79 155
20 80 160
20 81 379
20 82 334
20 83 39
20 84 238
20 85 246
20 86 285
20 87 45
20 88 400
20 89 174
20 90 359
20 91 129
20 92 229
20 93 38
20 94 390
20 95 392
20 96 147
20 97 150
20 98 119
20 99 101
20 100 160
20 101 333
20 102 80
20 103 324
20 104 400
20 105 130
20 106 30
20 107 298
20 108 110
20 109 217
20 110 4
20 111 221
20 112 147
20 113 337
20 114 259
20 115 384
20 116 134
20 117 96
20 118 28
20 119 133
20 120 221
20 121 338
20 122 214
20 123 49
20 124 328
20 125 203
20 126 392
20 127 74
20 128 304
20 129 110
20 130 126
20 131 64
20 132 43
20 133 205
20 134 339
20 135 394
20 136 286
20 137 320
20 138 243
20 139 347
20 140 88
20 141 246
20 142 167
20 143 234
20 144 182
20 145 378
20 146 170
20 147 316
20 148 73
20 149 149
20 150 400
20 151 293
20 152 39
20 153 213
20 154 341
20 155 366
20 156 15
20 157 332
20 158 391
20 159 271
20 160 393
20 161 116
20 162 334
20 163 387
20 164 273
20 165 224
20 166 380
20 167 158
20 168 96
20 169 222
20 170 105
20 171 183
20 172 19
20 173 223
20 174 369
20 175 153
20 176 200
20 177 90
20 178 20
20 179 272
20 180 190
20 181 19
20 182 116
20 183 228
20 184 184
20 185 56
20 186 145
20 187 150
20 188 339
20 189 135
20 190 20
20 191 284
20 192 203
20 193 305
20 194 270
20 195 75
20 196 129
20 197 250
20 198 184
20 199 224
21 22 23
21 23 240
21 24 358
21 25 394
21 26 63
21 27 326
21 28 146
21 29 214
21 30 367
21 31 165
21 32 38
21 33 157
21 34 135
21 35 153
21 36 384
21 37 318
21 38 161
21 39 81
21 40 68
21 41 51
21 42 167
21 43 87
21 44 334
21 45 369
21 46 392
21 47 204
21 48 395
21 49 72
21 50 5
21 51 179
21 52 247
21 53 379
21 54 18
21 55 156
21 56 372
21 57 80
21 58 34
21 59 69
21 60 294
21 61 400
21 62 185
21 63 283
21 64 156
21 65 320
21 66 35
21 67 92
21 68 189
21 69 195
21 70 172
21 71 208
21 72 198
21 73 290
21 74 295
21 75 131
21 76 259
21 77 238
21 78 286
21 79 205
21 80 261
21 81 290
21 82 383
21 83 59
21 84 221
21 85 1
21 86 214
21 87 192
21 88 32
21 89 247
21 90 213
21 91 277
21 92 247
21 93 397
21 94 159
21 95 354
21 96 268
21 97 146
21 98 45
21 99 57
21 100 292
21 101 168
21 102 264
21 103 89
21 104 10
21 105 110
21 106 220
21 107 220
21 108 299
21 109 57
21 110 24
21 111 159
21 112 299
21 113 7
21 114 217
21 115 119
21 116 359
21 117 383
21 118 262
21 119 342
21 120 229
21 121 74
21 122 219
21 123 27
21 124 71
21 125 329
21 126 381
21 127 338
21 128 74
21 129 377
21 130 346
21 131 366
21 132 97
21 133 210
21 134 54
21 135 106
21 136 271
21 137 225
21 138 325
21 139 170
21 140 234
21 141 348
21 142 328
21 143 132
21 144 306
21 145 97
21 146 250
21 147 264
21 148 79
21 149 111
21 150 158
21 151 259
21 152 137
21 153 376
21 154 286
21 155 159
21 156 304
21 157 266
21 158 48
21 159 330
21 160 242
21 161 394
21 162 295
21 163 338
21 164 155
21 165 300
21 166 395
21 167 25
21 168 77
21 169 319
21 170 146
21 171 310
21 172 219
21 173 26
21 174 393
21 175 124
21 176 122
21 177 242
21 178 340
21 179 152
21 180 304
21 181 97
21 182 10
21 183 392
21 184 24
21 185 295
21 186 150
21 187 279
21 188 112
21 189 198
21 190 160
21 191 354
21 192 191
21 193 54
21 194 243
21 195 297
21 196 306
21 197 190
21 198 273
21 199 334
22 23 108
22 24 19
22 25 195
22 26 278
22 27 44
22 28 187
22 29 354
22 30 117
22 31 380
22 32 293
22 33 268
22 34 283
22 35 341
22 36 229
22 37 275
22 38 316
22 39 124
22 40 376
22 41 146
22 42 235
22 43 173
22 44 306
22 45 140
22 46 315
22 47 311
22 48 335
22 49 211
22 50 216
22 51 124
22 52 36
22 53 101
22 54 183
22 55 54
22 56 295
22 57 61
22 58 97
22 59 33
22 60 14
22 61 213
22 62 12
22 63 258
22 64 32
22 65 295
22 66 150
22 67 260
22 68 121
22 69 17
22 70 335
22 71 96
22 72 162
22 73 122
22 74 221
22 75 67
22 76 213
22 77 87
22 78 378
22 79 147
22 80 250
22 81 145
22 82 222
22 83 285
22 84 246
22 85 357
22 86 338
22 87 92
22 88 17
22 89 386
22 90 125
22 91 382
22 92 150
22 93 88
22 94 191
22 95 181
22 96 382
22 97 292
22 98 392
22 99 54
22 100 308
22 101 327
22 102 102
22 103 69
22 104 48
22 105 274
22 106 88
22 107 212
22 108 360
22 109 65
22 110 311
22 111 209
22 112 161
22 113 132
22 114 45
22 115 358
22 116 88
22 117 334
22 118 50
22 119 56
22 120 319
22 121 126
22 122 389
22 123 68
22 124 213
22 125 179
22 126 200
22 127 147
22 128 70
22 129 192
22 130 152
22 131 329
22 132 70
22 133 205
22 134 398
22 135 69
22 136 78
22 137 85
22 138 280
22 139 390
22 140 101
22 141 190
22 142 150
22 143 261
22 144 274
22 145 195
22 146 219
22 147 313
22 148 128
22 149 220
22 150 321
22 151 47
22 152 297
22 153 309
22 154 66
22 155 61
22 156 40
22 157 218
22 158 207
22 159 61
22 160 9
22 161 311
22 162 390
22 163 30
22 164 115
22 165 339
22 166 98
22 167 193
22 168 375
22 169 329
22 170 182
22 171 75
22 172 119
22 173 331
22 174 287
22 175 344
22 176 77
22 177 57
22 178 256
22 179 205
22 180 228
22 181 128
22 182 203
22 183 76
22 184 37
22 185 220
22 186 137
22 187 28
22 188 37
22 189 295
22 190 88
22 191 45
22 192 205
22 193 77
22 194 74
22 195 320
22 196 367
22 197 123
22 198 64
22 199 341
23 24 52
23 25 197
23 26 367
23 27 122
23 28 79
23 29 206
23 30 65
23 31 156
23 32 262
23 33 272
23 34 312
23 35 42
23 36 400
23 37 114
23 38 117
23 39 388
23 40 333
23 41 205
23 42 15
23 43 322
23 44 100
23 45 102
23 46 366
23 47 256
23 48 131
23 49 392
23 50 127
23 51 97
23 52 66
23 53 190
23 54 38
23 55 117
23 56 338
23 57 4
23 58 190
23 59 17
23 60 209
23 61 206
23 62 124
23 63 23
23 64 78
23 65 387
23 66 16
23 67 29
23 68 52
23 69 84
23 70 16
23 71 384
23 72 289
23 73 30
23 74 257
23 75 340
23 76 83
23 77 223
23 78 195
23 79 213
23 80 166
23 81 322
23 82 310
23 83 183
23 84 63
23 85 347
23 86 252
23 87 1
23 88 302
23 89 41
23 90 369
23 91 63
23 92 247
23 93 44
23 94 37
23 95 276
23 96 30
23 97 4
23 98 304
23 99 81
23 100 87
23 101 319
23 102 16
23 103 327
23 104 300
23 105 273
23 106 266
23 107 382
23 108 47
23 109 61
23 110 195
23 111 164
23 112 382
23 113 56
23 114 346
23 115 44
23 116 354
23 117 197
23 118 396
23 119 255
23 120 190
23 121 364
23 122 269
23 123 36
23 124 359
23 125 257
23 126 311
23 127 388
23 128 260
23 129 166
23 130 68
23 131 347
23 132 84
23 133 84
23 134 273
23 135 335
23 136 308
23 137 139
23 138 316
23 139 354
23 140 151
23 141 110
23 142 117
23 143 84
23 144 165
23 145 62
23 146 79
23 147 70
23 148 211
23 149 75
23 150 325
23 151 400
23 152 390
23 153 145
23 154 35
23 155 349
23 156 2
23 157 297
23 158 336
23 159 261
23 160 62
23 161 356
23 162 159
23 163 97
23 164 391
23 165 32
23 166 31
23 167 298
23 168 122
23 169 298
23 170 251
23 171 224
23 172 360
23 173 319
23 174 307
23 175 76
23 176 332
23 177 385
23 178 146
23 179 142
23 180 11
23 181 70
23 182 141
23 183 1
23 184 166
23 185 127
23 186 301
23 187 167
23 188 375
23 189 236
23 190 28
23 191 388
23 192 143
23 193 138
23 194 84
23 195 133
23 196 169
23 197 66
23 198 30
23 199 242
24 25 364
24 26 232
24 27 65
24 28 323
24 29 150
24 30 371
24 31 350
24 32 82
24 33 308
24 34 95
24 35 223
24 36 318
24 37 116
24 38 316
24 39 318
24 40 282
24 41 394
24 42 218
24 43 48
24 44 369
24 45 6
24 46 27
24 47 356
24 48 148
24 49 165
24 50 392
24 51 233
24 52 285
24 53 57
24 54 262
24 55 79
24 56 372
24 57 46
24 58 143
24 59 246
24 60 195
24 61 66
24 62 196
24 63 228
24 64 373
24 65 290
24 66 3
24 67 290
24 68 6
24 69 318
24 70 160
24 71 287
24 72 311
24 73 329
24 74 286
24 75 231
24 76 286
24 77 265
24 78 187
24 79 386
24 80 381
24 81 178
24 82 218
24 83 265
24 84 186
24 85 31
24 86 343
24 87 110
24 88 76
24 89 38
24 90 355
24 91 223
24 92 103
24 93 102
24 94 50
24 95 27
24 96 392
24 97 52
24 98 268
24 99 349
24 100 321
24 101 27
24 102 187
24 103 184
